,Unnamed: 0,name,n_or_f,name_len
1156,1156,alfonso mitchell,f,16
1158,1158,alfonso padilla,f,15
1160,1160,alfonso patterson,f,17
1162,1162,alfonso randall,f,15
1163,1163,alfonso reyes,f,13
1165,1165,alfonso ryan,f,12
1166,1166,alfonso salas,f,13
1167,1167,alfonso sexton,f,14
1169,1169,alfonso stein,f,13
1171,1171,alfonso summers,f,15
1172,1172,alfonso sutton,f,14
1174,1174,alfonso tucker,f,14
1175,1175,alfonso weaver,f,14
1177,1177,alfonzo bean,f,12
1178,1178,alfonzo bernal,f,14
1180,1180,alfonzo bryant,f,14
1181,1181,alfonzo burnett,f,15
1182,1182,alfonzo butler,f,14
1183,1183,alfonzo byrd,f,12
1185,1185,alfonzo carpenter,f,17
1186,1186,alfonzo castro,f,14
1187,1187,alfonzo cherry,f,14
1188,1188,alfonzo clarke,f,14
1189,1189,alfonzo clay,f,12
1190,1190,alfonzo cortez,f,14
1192,1192,alfonzo english,f,15
1194,1194,alfonzo graves,f,14
1195,1195,alfonzo gregory,f,15
1197,1197,alfonzo hayes,f,13
1198,1198,alfonzo heath,f,13
1199,1199,alfonzo hoover,f,14
1200,1200,alfonzo house,f,13
1201,1201,alfonzo humphrey,f,16
1202,1202,alfonzo jackson,f,15
1203,1203,alfonzo jennings,f,16
1204,1204,alfonzo kane,f,12
1206,1206,alfonzo leal,f,12
1208,1208,alfonzo macdonald,f,17
1209,1209,alfonzo mack,f,12
1211,1211,alfonzo mcfarland,f,17
1213,1213,alfonzo mullins,f,15
1215,1215,alfonzo ramsey,f,14
1216,1216,alfonzo randall,f,15
1217,1217,alfonzo randolph,f,16
1218,1218,alfonzo rhodes,f,14
1219,1219,alfonzo snow,f,12
1220,1220,alfonzo sosa,f,12
1221,1221,alfonzo stanton,f,15
1222,1222,alfonzo thornton,f,16
1225,1225,alfonzo whitney,f,15
1227,1227,alfonzo yoder,f,13
1228,1228,alfred anderson,f,15
1229,1229,alfred avalos,f,13
1230,1230,alfred ballard,f,14
1231,1231,alfred barnes,f,13
1233,1233,alfred barr,f,11
1234,1234,alfred benton,f,13
1236,1236,alfred brewer,f,13
1237,1237,alfred bridges,f,14
1238,1238,alfred cantrell,f,15
1239,1239,alfred cisneros,f,15
1240,1240,alfred compton,f,14
1241,1241,alfred crosby,f,13
1243,1243,alfred cummings,f,15
1244,1244,alfred delgado,f,14
1245,1245,alfred dillon,f,13
1246,1246,alfred ellis,f,12
1247,1247,alfred frost,f,12
1249,1249,alfred gardner,f,14
1251,1251,alfred hodge,f,12
1252,1252,alfred joseph,f,13
1253,1253,alfred keith,f,12
1255,1255,alfred mccall,f,13
1256,1256,alfred moran,f,12
1259,1259,alfred mueller,f,14
1260,1260,alfred nelson,f,13
1261,1261,alfred nichols,f,14
1262,1262,alfred pacheco,f,14
1263,1263,alfred pugh,f,11
1266,1266,alfred romero,f,13
1268,1268,alfred snow,f,11
1269,1269,alfred torres,f,13
1271,1271,alfred vega,f,11
1272,1272,alfred walter,f,13
1274,1274,alfred waters,f,13
1275,1275,alfred welch,f,12
1276,1276,alfred wright,f,13
1278,1278,alfred zimmerman,f,16
1279,1279,alfredo arellano,f,16
1280,1280,alfredo beasley,f,15
1283,1283,alfredo carter,f,14
1285,1285,alfredo chavez,f,14
1288,1288,alfredo donaldson,f,17
1289,1289,alfredo drake,f,13
1291,1291,alfredo esparza,f,15
1293,1293,alfredo fernandez,f,17
1294,1294,alfredo fuentes,f,15
1295,1295,alfredo fuller,f,14
1296,1296,alfredo gates,f,13
1297,1297,alfredo griffith,f,16
1298,1298,alfredo haley,f,13
1299,1299,alfredo harding,f,15
1301,1301,alfredo henson,f,14
1302,1302,alfredo ibarra,f,14
1303,1303,alfredo krueger,f,15
1305,1305,alfredo macdonald,f,17
1306,1306,alfredo marks,f,13
1307,1307,alfredo ortiz,f,13
1308,1308,alfredo parker,f,14
1310,1310,alfredo poole,f,13
1311,1311,alfredo rivers,f,14
1312,1312,alfredo rodriguez,f,17
1313,1313,alfredo rosales,f,15
1315,1315,alfredo stark,f,13
1317,1317,alfredo underwood,f,17
1319,1319,alfredo whitaker,f,16
1320,1320,ali avila,f,9
1321,1321,ali barker,f,10
1323,1323,ali boone,f,9
1324,1324,ali case,f,8
1325,1325,ali chapman,f,11
1326,1326,ali cortez,f,10
1328,1328,ali dougherty,f,13
1329,1329,ali durham,f,10
1330,1330,ali flores,f,10
1331,1331,ali foster,f,10
1332,1332,ali heath,f,9
1333,1333,ali hodges,f,10
1334,1334,ali jefferson,f,13
1335,1335,ali jenkins,f,11
1337,1337,ali logan,f,9
1340,1340,ali meyer,f,9
1341,1341,ali meyers,f,10
1342,1342,ali moss,f,8
1343,1343,ali nelson,f,10
1344,1344,ali norris,f,10
1345,1345,ali oconnor,f,11
1346,1346,ali olsen,f,9
1347,1347,ali pena,f,8
1349,1349,ali pham,f,8
1350,1350,ali quintana,f,12
1351,1351,ali roth,f,8
1352,1352,ali scott,f,9
1354,1354,ali skinner,f,11
1357,1357,ali vance,f,9
1358,1358,ali vaughn,f,10
1359,1359,ali vazquez,f,11
1360,1360,ali wagner,f,10
1361,1361,ali wise,f,8
1362,1362,allan ball,f,10
1363,1363,allan barrera,f,13
1365,1365,allan bishop,f,12
1366,1366,allan bryant,f,12
1367,1367,allan cardenas,f,14
1368,1368,allan carpenter,f,15
1370,1370,allan christian,f,15
1371,1371,allan clements,f,14
1372,1372,allan coffey,f,12
1373,1373,allan costa,f,11
1374,1374,allan deleon,f,12
1375,1375,allan dominguez,f,15
1376,1376,allan douglas,f,13
1377,1377,allan espinoza,f,14
1378,1378,allan ferguson,f,14
1379,1379,allan frost,f,11
1380,1380,allan gonzales,f,14
1381,1381,allan graves,f,12
1382,1382,allan gray,f,10
1383,1383,allan grimes,f,12
1384,1384,allan gutierrez,f,15
1385,1385,allan harrington,f,16
1387,1387,allan larsen,f,12
1388,1388,allan lewis,f,11
1389,1389,allan magana,f,12
1390,1390,allan mills,f,11
1391,1391,allan moran,f,11
1392,1392,allan oconnor,f,13
1393,1393,allan page,f,10
1396,1396,allan rosario,f,13
1398,1398,allan schneider,f,15
1400,1400,allan shields,f,13
1402,1402,allan stewart,f,13
1403,1403,allan taylor,f,12
1404,1404,allan young,f,11
1405,1405,allen adkins,f,12
1406,1406,allen arias,f,11
1407,1407,allen booth,f,11
1408,1408,allen bradshaw,f,14
1409,1409,allen brennan,f,13
1410,1410,allen camacho,f,13
1411,1411,allen cameron,f,13
1412,1412,allen clarke,f,12
1413,1413,allen coleman,f,13
1415,1415,allen cruz,f,10
1417,1417,allen flores,f,12
1419,1419,allen gonzalez,f,14
1420,1420,allen gross,f,11
1421,1421,allen hall,f,10
1422,1422,allen harmon,f,12
1423,1423,allen hawkins,f,13
1424,1424,allen herrera,f,13
1425,1425,allen hodge,f,11
1426,1426,allen knox,f,10
1427,1427,allen lopez,f,11
1428,1428,allen malone,f,12
1429,1429,allen marin,f,11
1430,1430,allen marquez,f,13
1431,1431,allen morse,f,11
1432,1432,allen pennington,f,16
1433,1433,allen prince,f,12
1434,1434,allen rangel,f,12
1436,1436,allen singh,f,11
1437,1437,allen singleton,f,15
1438,1438,allen ward,f,10
1439,1439,allen yu,f,8
1440,1440,alonso alfaro,f,13
1441,1441,alonso bailey,f,13
1442,1442,alonso baldwin,f,14
1443,1443,alonso beasley,f,14
1444,1444,alonso bernal,f,13
1445,1445,alonso burch,f,12
1446,1446,alonso cannon,f,13
1447,1447,alonso carr,f,11
1448,1448,alonso castillo,f,15
1450,1450,alonso chase,f,12
1451,1451,alonso clark,f,12
1454,1454,alonso dean,f,11
1455,1455,alonso duncan,f,13
1457,1457,alonso dunn,f,11
1458,1458,alonso estrada,f,14
1459,1459,alonso fernandez,f,16
1461,1461,alonso frost,f,12
1462,1462,alonso gibbs,f,12
1463,1463,alonso griffith,f,15
1464,1464,alonso hansen,f,13
1465,1465,alonso henry,f,12
1466,1466,alonso hernandez,f,16
1467,1467,alonso hughes,f,13
1468,1468,alonso king,f,11
1470,1470,alonso leach,f,12
1471,1471,alonso li,f,9
1472,1472,alonso marin,f,12
1474,1474,alonso mccarthy,f,15
1476,1476,alonso mcgee,f,12
1478,1478,alonso miles,f,12
1480,1480,alonso mosley,f,13
1481,1481,alonso newton,f,13
1483,1483,alonso oneill,f,13
1484,1484,alonso palacios,f,15
1485,1485,alonso palmer,f,13
1486,1486,alonso pratt,f,12
1487,1487,alonso quintero,f,15
1488,1488,alonso randolph,f,15
1489,1489,alonso richard,f,14
1490,1490,alonso rivera,f,13
1491,1491,alonso rojas,f,12
1493,1493,alonso schmidt,f,14
1494,1494,alonso silva,f,12
1495,1495,alonso simmons,f,14
1496,1496,alonso sims,f,11
1497,1497,alonso small,f,12
1498,1498,alonso snyder,f,13
1499,1499,alonso terrell,f,14
1500,1500,alonso todd,f,11
1503,1503,alonso villegas,f,15
1504,1504,alonso vu,f,9
1505,1505,alonso washington,f,17
1506,1506,alonso williams,f,15
1507,1507,alonso wolf,f,11
1508,1508,alonzo brandt,f,13
1509,1509,alonzo brock,f,12
1510,1510,alonzo brown,f,12
1511,1511,alonzo carter,f,13
1513,1513,alonzo cordova,f,14
1514,1514,alonzo cummings,f,15
1515,1515,alonzo faulkner,f,15
1516,1516,alonzo foley,f,12
1518,1518,alonzo frost,f,12
1520,1520,alonzo graham,f,13
1521,1521,alonzo guerra,f,13
1522,1522,alonzo guevara,f,14
1523,1523,alonzo haley,f,12
1524,1524,alonzo johnson,f,14
1525,1525,alonzo leal,f,11
1526,1526,alonzo lindsey,f,14
1527,1527,alonzo lucas,f,12
1528,1528,alonzo maddox,f,13
1529,1529,alonzo manning,f,14
1530,1530,alonzo mcbride,f,14
1532,1532,alonzo mejia,f,12
1533,1533,alonzo molina,f,13
1534,1534,alonzo mullen,f,13
1535,1535,alonzo myers,f,12
1536,1536,alonzo newman,f,13
1537,1537,alonzo person,f,13
1538,1538,alonzo phan,f,11
1540,1540,alonzo reed,f,11
1541,1541,alonzo rodgers,f,14
1542,1542,alonzo stafford,f,15
1543,1543,alonzo wallace,f,14
1544,1544,alonzo wilcox,f,13
1545,1545,alonzo wood,f,11
1547,1547,alphonse ahmed,f,14
1549,1549,alphonse barry,f,14
1550,1550,alphonse bradshaw,f,17
1551,1551,alphonse brennan,f,16
1552,1552,alphonse bridges,f,16
1553,1553,alphonse cardenas,f,17
1554,1554,alphonse chang,f,14
1555,1555,alphonse cherry,f,15
1556,1556,alphonse cline,f,14
1557,1557,alphonse daniels,f,16
1558,1558,alphonse daugherty,f,18
1559,1559,alphonse david,f,14
1560,1560,alphonse dickerson,f,18
1561,1561,alphonse donaldson,f,18
1563,1563,alphonse fuller,f,15
1564,1564,alphonse garrison,f,17
1565,1565,alphonse goodman,f,16
1568,1568,alphonse herrera,f,16
1569,1569,alphonse hudson,f,15
1570,1570,alphonse huffman,f,16
1571,1571,alphonse jacobson,f,17
1572,1572,alphonse levy,f,13
1573,1573,alphonse macdonald,f,18
1574,1574,alphonse macias,f,15
1575,1575,alphonse mckee,f,14
1576,1576,alphonse mckinney,f,17
1577,1577,alphonse merritt,f,16
1579,1579,alphonse noble,f,14
1580,1580,alphonse odom,f,13
1581,1581,alphonse owens,f,14
1583,1583,alphonse powell,f,15
1584,1584,alphonse reynolds,f,17
1585,1585,alphonse russo,f,14
1586,1586,alphonse sierra,f,15
1587,1587,alphonse steele,f,15
1589,1589,alphonse valencia,f,17
1590,1590,alphonse vance,f,14
1591,1591,alphonse vasquez,f,16
1592,1592,alphonse velez,f,14
1593,1593,alphonse vu,f,11
1594,1594,alphonse wade,f,13
1595,1595,alphonso baldwin,f,16
1596,1596,alphonso bishop,f,15
1597,1597,alphonso brady,f,14
1598,1598,alphonso bryan,f,14
1599,1599,alphonso carpenter,f,18
1600,1600,alphonso christensen,f,20
1601,1601,alphonso christian,f,18
1602,1602,alphonso cisneros,f,17
1604,1604,alphonso corona,f,15
1605,1605,alphonso cummings,f,17
1606,1606,alphonso curtis,f,15
1607,1607,alphonso davidson,f,17
1610,1610,alphonso farley,f,15
1611,1611,alphonso gardner,f,16
1612,1612,alphonso gillespie,f,18
1616,1616,alphonso hebert,f,15
1617,1617,alphonso hutchinson,f,19
1618,1618,alphonso jensen,f,15
1619,1619,alphonso jimenez,f,16
1620,1620,alphonso kane,f,13
1621,1621,alphonso khan,f,13
1624,1624,alphonso marks,f,14
1626,1626,alphonso mcdaniel,f,17
1627,1627,alphonso norman,f,15
1628,1628,alphonso norris,f,15
1629,1629,alphonso ochoa,f,14
1630,1630,alphonso owen,f,13
1631,1631,alphonso phan,f,13
1634,1634,alphonso rivas,f,14
1636,1636,alphonso schultz,f,16
1637,1637,alphonso stanley,f,16
1639,1639,alphonso tucker,f,15
1641,1641,alphonso wheeler,f,16
1643,1643,alton acosta,f,12
1644,1644,alton arnold,f,12
1645,1645,alton barajas,f,13
1647,1647,alton boone,f,11
1648,1648,alton bowen,f,11
1649,1649,alton branch,f,12
1650,1650,alton bullock,f,13
1651,1651,alton carr,f,10
1653,1653,alton christian,f,15
1654,1654,alton curtis,f,12
1655,1655,alton dunlap,f,12
1656,1656,alton elliott,f,13
1657,1657,alton escobar,f,13
1658,1658,alton griffin,f,13
1659,1659,alton griffith,f,14
1660,1660,alton hanna,f,11
1661,1661,alton hodges,f,12
1662,1662,alton horn,f,10
1663,1663,alton huber,f,11
1664,1664,alton jackson,f,13
1666,1666,alton lawson,f,12
1667,1667,alton nelson,f,12
1668,1668,alton obrien,f,12
1671,1671,alton park,f,10
1672,1672,alton parra,f,11
1673,1673,alton patton,f,12
1674,1674,alton potter,f,12
1676,1676,alton reynolds,f,14
1678,1678,alton rubio,f,11
1682,1682,alton whitehead,f,15
1683,1683,alton winters,f,13
1684,1684,alton wyatt,f,11
1686,1686,alva barnes,f,11
1687,1687,alva bernal,f,11
1689,1689,alva brady,f,10
1690,1690,alva camacho,f,12
1691,1691,alva cole,f,9
1695,1695,alva dominguez,f,14
1696,1696,alva farrell,f,12
1697,1697,alva garza,f,10
1700,1700,alva gordon,f,11
1702,1702,alva hale,f,9
1703,1703,alva hanson,f,11
1704,1704,alva hensley,f,12
1705,1705,alva hill,f,9
1706,1706,alva hull,f,9
1707,1707,alva jimenez,f,12
1708,1708,alva jones,f,10
1709,1709,alva kent,f,9
1710,1710,alva koch,f,9
1711,1711,alva krueger,f,12
1712,1712,alva lin,f,8
1713,1713,alva mahoney,f,12
1714,1714,alva marshall,f,13
1715,1715,alva mendez,f,11
1716,1716,alva morse,f,10
1717,1717,alva mueller,f,12
1718,1718,alva munoz,f,10
1719,1719,alva norman,f,11
1720,1720,alva norton,f,11
1721,1721,alva odonnell,f,13
1722,1722,alva oneal,f,10
1723,1723,alva owens,f,10
1724,1724,alva palmer,f,11
1727,1727,alva ray,f,8
1728,1728,alva raymond,f,12
1729,1729,alva reid,f,9
1730,1730,alva rivas,f,10
1731,1731,alva rose,f,9
1732,1732,alva sampson,f,12
1733,1733,alva santos,f,11
1735,1735,alva simon,f,10
1738,1738,alva trejo,f,10
1739,1739,alva turner,f,11
1740,1740,alva velasquez,f,14
1741,1741,alva ward,f,9
1742,1742,alva waters,f,11
1745,1745,alvaro anthony,f,14
1746,1746,alvaro ayala,f,12
1747,1747,alvaro bartlett,f,15
1748,1748,alvaro blackburn,f,16
1749,1749,alvaro bridges,f,14
1750,1750,alvaro buchanan,f,15
1753,1753,alvaro castaneda,f,16
1754,1754,alvaro delacruz,f,15
1755,1755,alvaro diaz,f,11
1756,1756,alvaro dickson,f,14
1757,1757,alvaro dunn,f,11
1758,1758,alvaro ellis,f,12
1759,1759,alvaro frederick,f,16
1761,1761,alvaro greene,f,13
1764,1764,alvaro hardy,f,12
1765,1765,alvaro hess,f,11
1766,1766,alvaro hobbs,f,12
1767,1767,alvaro hurst,f,12
1768,1768,alvaro lara,f,11
1769,1769,alvaro leonard,f,14
1771,1771,alvaro lugo,f,11
1772,1772,alvaro maddox,f,13
1773,1773,alvaro mahoney,f,14
1774,1774,alvaro marin,f,12
1775,1775,alvaro miller,f,13
1777,1777,alvaro murphy,f,13
1779,1779,alvaro nelson,f,13
1780,1780,alvaro park,f,11
1781,1781,alvaro patton,f,13
1783,1783,alvaro pineda,f,13
1784,1784,alvaro rich,f,11
1785,1785,alvaro rivera,f,13
1786,1786,alvaro roberts,f,14
1787,1787,alvaro robinson,f,15
1789,1789,alvaro spence,f,13
1790,1790,alvaro stone,f,12
1795,1795,alvaro woodward,f,15
1797,1797,alvaro yu,f,9
1798,1798,alvin alvarado,f,14
1799,1799,alvin alvarez,f,13
1800,1800,alvin andersen,f,14
1801,1801,alvin arias,f,11
1802,1802,alvin bates,f,11
1803,1803,alvin bautista,f,14
1805,1805,alvin conley,f,12
1808,1808,alvin dunn,f,10
1809,1809,alvin ellis,f,11
1810,1810,alvin faulkner,f,14
1811,1811,alvin freeman,f,13
1812,1812,alvin glenn,f,11
1813,1813,alvin goodwin,f,13
1814,1814,alvin hart,f,10
1815,1815,alvin hendrix,f,13
1816,1816,alvin henry,f,11
1817,1817,alvin hensley,f,13
1819,1819,alvin hoffman,f,13
1820,1820,alvin jarvis,f,12
1823,1823,alvin lowe,f,10
1824,1824,alvin lynn,f,10
1825,1825,alvin mcbride,f,13
1826,1826,alvin mccarthy,f,14
1827,1827,alvin mcintyre,f,14
1828,1828,alvin melton,f,12
1829,1829,alvin meyers,f,12
1830,1830,alvin moses,f,11
1832,1832,alvin oneill,f,12
1833,1833,alvin orozco,f,12
1834,1834,alvin parrish,f,13
1835,1835,alvin patterson,f,15
1836,1836,alvin paul,f,10
1838,1838,alvin rice,f,10
1839,1839,alvin rivers,f,12
1840,1840,alvin rowe,f,10
1841,1841,alvin shannon,f,13
1842,1842,alvin shepherd,f,14
1843,1843,alvin sloan,f,11
1845,1845,alvin stuart,f,12
1846,1846,alvin sullivan,f,14
1847,1847,alvin vaughn,f,12
1849,1849,alvin walker,f,12
1850,1850,alvin warren,f,12
1851,1851,alvin washington,f,16
1852,1852,alvin welch,f,11
1854,1854,amado allison,f,13
1855,1855,amado barajas,f,13
1856,1856,amado benson,f,12
1857,1857,amado boyer,f,11
1859,1859,amado branch,f,12
1860,1860,amado brandt,f,12
1861,1861,amado cantu,f,11
1864,1864,amado donaldson,f,15
1865,1865,amado durham,f,12
1868,1868,amado finley,f,12
1869,1869,amado fitzgerald,f,16
1870,1870,amado gilmore,f,13
1871,1871,amado gray,f,10
1872,1872,amado harrison,f,14
1875,1875,amado ibarra,f,12
1876,1876,amado jennings,f,14
1877,1877,amado juarez,f,12
1878,1878,amado larsen,f,12
1879,1879,amado lester,f,12
1881,1881,amado macdonald,f,15
1882,1882,amado maldonado,f,15
1883,1883,amado manning,f,13
1884,1884,amado mercado,f,13
1886,1886,amado newton,f,12
1887,1887,amado nichols,f,13
1888,1888,amado perez,f,11
1889,1889,amado pineda,f,12
1890,1890,amado roberson,f,14
1891,1891,amado robles,f,12
1892,1892,amado ruiz,f,10
1893,1893,amado santos,f,12
1894,1894,amado sutton,f,12
1895,1895,amado truong,f,12
1897,1897,amado villegas,f,14
1898,1898,amado wise,f,10
1899,1899,amado wolf,f,10
1900,1900,amado wyatt,f,11
1901,1901,ambrose aguilar,f,15
1902,1902,ambrose andrade,f,15
1903,1903,ambrose baldwin,f,15
1904,1904,ambrose benitez,f,15
1905,1905,ambrose bishop,f,14
1906,1906,ambrose cain,f,12
1907,1907,ambrose calhoun,f,15
1908,1908,ambrose campbell,f,16
1910,1910,ambrose carlson,f,15
1912,1912,ambrose cuevas,f,14
1914,1914,ambrose dunn,f,12
1915,1915,ambrose estes,f,13
1916,1916,ambrose fletcher,f,16
1917,1917,ambrose ford,f,12
1918,1918,ambrose george,f,14
1919,1919,ambrose gomez,f,13
1920,1920,ambrose goodwin,f,15
1921,1921,ambrose gould,f,13
1922,1922,ambrose gray,f,12
1923,1923,ambrose harper,f,14
1925,1925,ambrose mercado,f,15
1926,1926,ambrose mosley,f,14
1927,1927,ambrose mullins,f,15
1928,1928,ambrose navarro,f,15
1929,1929,ambrose osborne,f,15
1932,1932,ambrose rosario,f,15
1934,1934,ambrose shepherd,f,16
1935,1935,ambrose sheppard,f,16
1936,1936,ambrose silva,f,13
1937,1937,ambrose skinner,f,15
1938,1938,ambrose tyler,f,13
1939,1939,ambrose villalobos,f,18
1940,1940,ambrose welch,f,13
1941,1941,ambrose wheeler,f,15
1943,1943,ambrose wood,f,12
1944,1944,amos andrews,f,12
1945,1945,amos austin,f,11
1947,1947,amos ballard,f,12
1949,1949,amos bates,f,10
1950,1950,amos best,f,9
1952,1952,amos bravo,f,10
1953,1953,amos bruce,f,10
1954,1954,amos burch,f,10
1955,1955,amos burns,f,10
1956,1956,amos burton,f,11
1957,1957,amos chapman,f,12
1958,1958,amos clark,f,10
1959,1959,amos cline,f,10
1961,1961,amos cruz,f,9
1963,1963,amos dominguez,f,14
1964,1964,amos ford,f,9
1965,1965,amos golden,f,11
1966,1966,amos gross,f,10
1967,1967,amos hunt,f,9
1969,1969,amos lang,f,9
1971,1971,amos macias,f,11
1972,1972,amos manning,f,12
1974,1974,amos mason,f,10
1976,1976,amos mclean,f,11
1978,1978,amos morrison,f,13
1979,1979,amos moses,f,10
1980,1980,amos murray,f,11
1981,1981,amos ortega,f,11
1982,1982,amos ortiz,f,10
1983,1983,amos pearson,f,12
1984,1984,amos perry,f,10
1985,1985,amos peterson,f,13
1986,1986,amos russell,f,12
1987,1987,amos shepard,f,12
1988,1988,amos sloan,f,10
1991,1991,amos strong,f,11
1992,1992,amos tanner,f,11
1993,1993,amos trejo,f,10
1995,1995,amos walters,f,12
1997,1997,anderson bean,f,13
1998,1998,anderson berger,f,15
1999,1999,anderson blanchard,f,18
2000,2000,anderson blevins,f,16
2001,2001,anderson carlson,f,16
2002,2002,anderson carrillo,f,17
2003,2003,anderson chandler,f,17
2004,2004,anderson choi,f,13
2005,2005,anderson cobb,f,13
2006,2006,anderson colon,f,14
2007,2007,anderson compton,f,16
2008,2008,anderson cortez,f,15
2009,2009,anderson donovan,f,16
2010,2010,anderson dunlap,f,15
2011,2011,anderson erickson,f,17
2012,2012,anderson flores,f,15
2013,2013,anderson flynn,f,14
2014,2014,anderson galindo,f,16
2015,2015,anderson gentry,f,15
2016,2016,anderson hanson,f,15
2017,2017,anderson hendricks,f,18
2018,2018,anderson herrera,f,16
2019,2019,anderson hinton,f,15
2020,2020,anderson hood,f,13
2021,2021,anderson huff,f,13
2022,2022,anderson ingram,f,15
2023,2023,anderson larson,f,15
2024,2024,anderson li,f,11
2025,2025,anderson logan,f,14
2026,2026,anderson lucas,f,14
2027,2027,anderson mason,f,14
2029,2029,anderson mcguire,f,16
2030,2030,anderson mcintosh,f,17
2031,2031,anderson mckee,f,14
2032,2032,anderson munoz,f,14
2033,2033,anderson newman,f,15
2035,2035,anderson oconnor,f,16
2037,2037,anderson palacios,f,17
2038,2038,anderson patton,f,15
2039,2039,anderson peck,f,13
2041,2041,anderson robinson,f,17
2042,2042,anderson sawyer,f,15
2043,2043,anderson sheppard,f,17
2044,2044,anderson simpson,f,16
2045,2045,anderson snow,f,13
